#alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -9.500,-0.2470, 0.10158, 0.09688,-0.0787,0.9621,0.0456,-1.9697, 0.0000, 0.0000, 0.0000,-0.0893
 -9.000,-0.2314, 0.09383, 0.08911,-0.0840,0.9523,0.0468,-1.9745, 0.0000, 0.0000, 0.0000,-0.1339
 -8.500,-0.2180, 0.08461, 0.07991,-0.0926,0.9433,0.0466,-2.0772, 0.0000, 0.0000, 0.0000,-0.1960
 -8.000,-0.2253, 0.07274, 0.06802,-0.1069,0.9291,0.0450,-2.4126, 0.0000, 0.0000, 0.0000,-0.2431
 -7.500,-0.2188, 0.06111, 0.05621,-0.1138,0.9178,0.0227,-2.8009, 0.0000, 0.0000, 0.0000,-0.2883
 -7.000,-0.2173, 0.05192, 0.04627,-0.1185,0.9037,0.0195,-3.2708, 0.0000, 0.0000, 0.0000,-0.3124
 -6.500,-0.2015, 0.04616, 0.03998,-0.1182,0.8922,0.0187,-3.2229, 0.0000, 0.0000, 0.0000,-0.3540
 -6.000,-0.1533, 0.03857, 0.03153,-0.1233,0.8876,0.0184,-3.1427, 0.0000, 0.0000, 0.0000,-0.5754
 -5.500,-0.1199, 0.03440, 0.02658,-0.1219,0.8771,0.0189,-3.0856, 0.0000, 0.0000, 0.0000,-0.7918
 -5.000,-0.0563, 0.02946, 0.02099,-0.1261,0.8736,0.0231,-2.8532, 0.0000, 0.0000, 0.0000,-2.0363
 -4.500,-0.0147, 0.02682, 0.01789,-0.1237,0.8647,0.0245,-2.7597, 0.0000, 0.0000, 0.0000,-8.3545
 -4.000, 0.0452, 0.02431, 0.01505,-0.1242,0.8601,0.0277,-2.5519, 0.0000, 0.0000, 0.0000, 3.0491
 -3.500, 0.0957, 0.02280, 0.01343,-0.1243,0.8526,0.0372,-2.2457, 0.0000, 0.0000, 0.0000, 1.5697
 -3.000, 0.1616, 0.02118, 0.01179,-0.1273,0.8467,0.0826,-1.9026, 0.0000, 0.0000, 0.0000, 1.0484
 -2.500, 0.1957, 0.02058, 0.01365,-0.1216,0.8394,0.7089,-1.5409, 0.0000, 0.0000, 0.0000, 0.8792
 -2.000, 0.2222, 0.02184, 0.01467,-0.1131,0.8302,0.7564,-1.1767, 0.0000, 0.0000, 0.0000, 0.7648
 -1.500, 0.2657, 0.02217, 0.01468,-0.1112,0.8204,0.7717,-0.8338, 0.0000, 0.0000, 0.0000, 0.6721
 -1.000, 0.3274, 0.02212, 0.01429,-0.1125,0.8147,0.7857,-0.6051, 0.0000, 0.0000, 0.0000, 0.5954
 -0.500, 0.3710, 0.02248, 0.01447,-0.1110,0.8041,0.7992,-0.6275, 0.0000, 0.0000, 0.0000, 0.5499
  0.000, 0.4323, 0.02230, 0.01409,-0.1120,0.7989,0.8099,-0.6625, 0.0000, 0.0000, 0.0000, 0.5087
  0.500, 0.4724, 0.02265, 0.01438,-0.1098,0.7870,0.8203,-0.6861, 0.0000, 0.0000, 0.0000, 0.4814
  1.500, 0.5851, 0.02267, 0.01429,-0.1112,0.7701,0.8381,-0.7656, 0.0000, 0.0000, 0.0000, 0.4376
  2.000, 0.6310, 0.02297, 0.01461,-0.1103,0.7578,0.8465,-0.8020, 0.0000, 0.0000, 0.0000, 0.4217
  2.500, 0.6813, 0.02311, 0.01481,-0.1100,0.7463,0.8547,-0.8450, 0.0000, 0.0000, 0.0000, 0.4078
  3.000, 0.7504, 0.02260, 0.01439,-0.1124,0.7393,0.8613,-0.9034, 0.0000, 0.0000, 0.0000, 0.3955
  3.500, 0.8000, 0.02263, 0.01454,-0.1117,0.7254,0.8692,-0.9508, 0.0000, 0.0000, 0.0000, 0.3849
  4.000, 0.8493, 0.02261, 0.01472,-0.1110,0.7112,0.8766,-1.0026, 0.0000, 0.0000, 0.0000, 0.3753
  4.500, 0.9003, 0.02260, 0.01492,-0.1106,0.6968,0.8844,-1.0986, 0.0000, 0.0000, 0.0000, 0.3668
  5.000, 0.9513, 0.02247, 0.01506,-0.1099,0.6815,0.8915,-1.2150, 0.0000, 0.0000, 0.0000, 0.3590
  5.500, 1.0069, 0.02226, 0.01513,-0.1100,0.6654,0.8991,-1.4435, 0.0000, 0.0000, 0.0000, 0.3521
  6.000, 1.0426, 0.02259, 0.01582,-0.1070,0.6426,0.9076,-1.8471, 0.0000, 0.0000, 0.0000, 0.3448
  7.000, 1.1445, 0.02170, 0.01537,-0.1042,0.5677,0.9244,-2.9454, 0.0000, 0.0000, 0.0000, 0.3319
  7.500, 1.1892, 0.02188, 0.01568,-0.1021,0.5140,0.9338,-3.5116, 0.0000, 0.0000, 0.0000, 0.3260
  8.000, 1.2095, 0.02312, 0.01667,-0.0967,0.4215,0.9460,-3.9528, 0.0000, 0.0000, 0.0000, 0.3193
  8.500, 1.2129, 0.02562, 0.01869,-0.0901,0.3157,0.9649,-4.3307, 0.0000, 0.0000, 0.0000, 0.3129
  9.000, 1.2164, 0.02931, 0.02191,-0.0855,0.2091,1.0000,-4.7263, 0.0000, 0.0000, 0.0000, 0.3081
  9.500, 1.2176, 0.03429, 0.02624,-0.0820,0.1086,1.0000,-5.0896, 0.0000, 0.0000, 0.0000, 0.3043
 10.000, 1.2231, 0.03936, 0.03088,-0.0794,0.0475,1.0000,-5.4543, 0.0000, 0.0000, 0.0000, 0.3011
 10.500, 1.2294, 0.04467, 0.03626,-0.0770,0.0239,1.0000,-5.7484, 0.0000, 0.0000, 0.0000, 0.2979
 11.000, 1.2347, 0.05032, 0.04216,-0.0751,0.0159,1.0000,-6.0238, 0.0000, 0.0000, 0.0000, 0.2952
 11.500, 1.2424, 0.05601, 0.04825,-0.0736,0.0130,1.0000,-6.3011, 0.0000, 0.0000, 0.0000, 0.2927
 12.000, 1.2492, 0.06210, 0.05467,-0.0725,0.0114,1.0000,-6.5976, 0.0000, 0.0000, 0.0000, 0.2907
 12.500, 1.2558, 0.06888, 0.06177,-0.0713,0.0104,1.0000,-6.8301, 0.0000, 0.0000, 0.0000, 0.2885
