#alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-20.000,-0.8040, 0.23790, 0.23185, 0.0636,1.0000,0.0317,-1.9134, 0.0000, 0.0000, 0.0000, 0.3051
-19.000,-0.7768, 0.22440, 0.21836, 0.0553,1.0000,0.0385,-1.9451, 0.0000, 0.0000, 0.0000, 0.2988
-18.000,-0.7591, 0.20670, 0.20070, 0.0461,1.0000,0.0412,-2.1841, 0.0000, 0.0000, 0.0000, 0.2895
-17.000,-0.7348, 0.19282, 0.18681, 0.0392,1.0000,0.0473,-2.2008, 0.0000, 0.0000, 0.0000, 0.2835
-16.000,-0.7227, 0.17583, 0.16973, 0.0309,1.0000,0.0530,-2.3221, 0.0000, 0.0000, 0.0000, 0.2740
-15.000,-0.7371, 0.15113, 0.14497, 0.0190,1.0000,0.0593,-2.7025, 0.0000, 0.0000, 0.0000, 0.2575
-14.000,-0.7313, 0.13545, 0.12929, 0.0132,1.0000,0.0637,-2.6798, 0.0000, 0.0000, 0.0000, 0.2511
-13.000,-0.7382, 0.11754, 0.11140, 0.0054,1.0000,0.0724,-2.7190, 0.0000, 0.0000, 0.0000, 0.2417
-12.000,-1.0801, 0.04642, 0.03888,-0.0306,1.0000,0.0763,-4.6817, 0.0000, 0.0000, 0.0000, 0.2070
-11.000,-1.0640, 0.03782, 0.02938,-0.0236,1.0000,0.0819,-4.3918, 0.0000, 0.0000, 0.0000, 0.2146
-10.000,-1.0018, 0.03316, 0.02430,-0.0186,1.0000,0.0905,-3.8760, 0.0000, 0.0000, 0.0000, 0.2195
 -9.000,-0.9291, 0.02880, 0.01937,-0.0141,1.0000,0.1027,-3.3903, 0.0000, 0.0000, 0.0000, 0.2241
 -8.000,-0.8486, 0.02581, 0.01620,-0.0097,1.0000,0.1183,-2.9784, 0.0000, 0.0000, 0.0000, 0.2289
 -7.000,-0.7652, 0.02312, 0.01337,-0.0053,1.0000,0.1362,-2.6284, 0.0000, 0.0000, 0.0000, 0.2344
 -6.000,-0.6800, 0.02093, 0.01103,-0.0007,1.0000,0.1580,-2.2838, 0.0000, 0.0000, 0.0000, 0.2412
 -5.000,-0.5940, 0.01925, 0.00942, 0.0039,1.0000,0.1857,-1.9425, 0.0000, 0.0000, 0.0000, 0.2495
 -4.000,-0.5072, 0.01788, 0.00800, 0.0083,1.0000,0.2189,-1.6460, 0.0000, 0.0000, 0.0000, 0.2601
 -3.000,-0.4206, 0.01675, 0.00719, 0.0124,1.0000,0.2605,-1.3755, 0.0000, 0.0000, 0.0000, 0.2739
 -2.000,-0.2781, 0.01549, 0.00646, 0.0054,0.9652,0.3370,-1.0760, 0.0000, 0.0000, 0.0000, 0.2643
 -1.000,-0.1363, 0.01369, 0.00626, 0.0003,0.9095,0.6185,-0.8209, 0.0000, 0.0000, 0.0000, 0.2476
  0.000,-0.0000, 0.01318, 0.00636, 0.0000,0.8145,0.8145,-0.6039, 0.0000, 0.0000, 0.0000, 0.4547
  1.000, 0.1363, 0.01369, 0.00626,-0.0003,0.6185,0.9096,-0.8209, 0.0000, 0.0000, 0.0000, 0.2476
  2.000, 0.2781, 0.01548, 0.00646,-0.0054,0.3370,0.9653,-1.0760, 0.0000, 0.0000, 0.0000, 0.2643
  3.000, 0.4204, 0.01674, 0.00719,-0.0123,0.2605,1.0000,-1.3753, 0.0000, 0.0000, 0.0000, 0.2738
  4.000, 0.5070, 0.01788, 0.00799,-0.0083,0.2190,1.0000,-1.6457, 0.0000, 0.0000, 0.0000, 0.2601
  5.000, 0.5939, 0.01925, 0.00941,-0.0038,0.1857,1.0000,-1.9422, 0.0000, 0.0000, 0.0000, 0.2495
  6.000, 0.6799, 0.02093, 0.01103, 0.0007,0.1580,1.0000,-2.2836, 0.0000, 0.0000, 0.0000, 0.2412
  7.000, 0.7652, 0.02311, 0.01337, 0.0053,0.1362,1.0000,-2.6282, 0.0000, 0.0000, 0.0000, 0.2344
  8.000, 0.8486, 0.02581, 0.01620, 0.0097,0.1182,1.0000,-2.9785, 0.0000, 0.0000, 0.0000, 0.2289
  9.000, 0.9293, 0.02880, 0.01937, 0.0140,0.1027,1.0000,-3.3909, 0.0000, 0.0000, 0.0000, 0.2241
 10.000, 1.0023, 0.03316, 0.02430, 0.0186,0.0904,1.0000,-3.8774, 0.0000, 0.0000, 0.0000, 0.2196
 11.000, 1.0648, 0.03783, 0.02938, 0.0234,0.0819,1.0000,-4.3945, 0.0000, 0.0000, 0.0000, 0.2148
 12.000, 1.0816, 0.04646, 0.03893, 0.0303,0.0762,1.0000,-4.6861, 0.0000, 0.0000, 0.0000, 0.2073
 13.000, 0.9729, 0.06850, 0.06213, 0.0266,0.0730,1.0000,-4.3550, 0.0000, 0.0000, 0.0000, 0.2059
